start...
Epoch: 1 / 3000, Score: -1300,  block: 22,  Reward: -11.4 Cleared lines: 0
Epoch: 746 / 3000, Score: -1300,  block: 24,  Reward: -8.8 Cleared lines: 0
Epoch: 747 / 3000, Score: -1300,  block: 25,  Reward: -12.6 Cleared lines: 0
Epoch: 748 / 3000, Score: -1300,  block: 26,  Reward: -10.8 Cleared lines: 0
Epoch: 749 / 3000, Score: -1300,  block: 25,  Reward: -9.4 Cleared lines: 0
Epoch: 750 / 3000, Score: -1300,  block: 20,  Reward: -5.7 Cleared lines: 0
Epoch: 751 / 3000, Score: -1200,  block: 26,  Reward: -11.9 Cleared lines: 1
Epoch: 752 / 3000, Score: -1200,  block: 30,  Reward: -13.0 Cleared lines: 1
Epoch: 753 / 3000, Score: -1300,  block: 17,  Reward: -11.3 Cleared lines: 0
Epoch: 754 / 3000, Score: -1300,  block: 22,  Reward: -8.2 Cleared lines: 0
Epoch: 755 / 3000, Score: -1300,  block: 14,  Reward: -4.9 Cleared lines: 0
Epoch: 756 / 3000, Score: -1300,  block: 23,  Reward: -11.1 Cleared lines: 0
Epoch: 757 / 3000, Score: -1300,  block: 28,  Reward: -10.8 Cleared lines: 0
Epoch: 758 / 3000, Score: -1300,  block: 29,  Reward: -9.4 Cleared lines: 0
Epoch: 759 / 3000, Score: -1300,  block: 28,  Reward: -11.5 Cleared lines: 0
Epoch: 760 / 3000, Score: -1300,  block: 20,  Reward: -8.1 Cleared lines: 0
Epoch: 761 / 3000, Score: -1300,  block: 26,  Reward: -10.8 Cleared lines: 0
Epoch: 762 / 3000, Score: -1300,  block: 21,  Reward: -7.8 Cleared lines: 0
Epoch: 763 / 3000, Score: -1300,  block: 22,  Reward: -11.2 Cleared lines: 0
Epoch: 764 / 3000, Score: -1300,  block: 28,  Reward: -14.8 Cleared lines: 0
Epoch: 765 / 3000, Score: -1300,  block: 22,  Reward: -9.9 Cleared lines: 0
Epoch: 766 / 3000, Score: -1300,  block: 25,  Reward: -8.6 Cleared lines: 0
Epoch: 767 / 3000, Score: -1300,  block: 23,  Reward: -12.5 Cleared lines: 0
Epoch: 768 / 3000, Score: -1300,  block: 22,  Reward: -8.7 Cleared lines: 0
Epoch: 769 / 3000, Score: -1300,  block: 17,  Reward: -6.1 Cleared lines: 0
Epoch: 770 / 3000, Score: -1300,  block: 27,  Reward: -12.2 Cleared lines: 0
Epoch: 771 / 3000, Score: -1300,  block: 26,  Reward: -14.2 Cleared lines: 0
Epoch: 772 / 3000, Score: -1300,  block: 23,  Reward: -9.5 Cleared lines: 0
Epoch: 773 / 3000, Score: -1200,  block: 26,  Reward: -10.4 Cleared lines: 1
Epoch: 774 / 3000, Score: -1300,  block: 25,  Reward: -9.7 Cleared lines: 0
Epoch: 775 / 3000, Score: -1300,  block: 29,  Reward: -14.9 Cleared lines: 0
Epoch: 776 / 3000, Score: -1300,  block: 22,  Reward: -11.5 Cleared lines: 0
Epoch: 777 / 3000, Score: -1300,  block: 20,  Reward: -8.8 Cleared lines: 0
Epoch: 778 / 3000, Score: -1300,  block: 30,  Reward: -13.4 Cleared lines: 0
Epoch: 779 / 3000, Score: -1300,  block: 15,  Reward: -5.1 Cleared lines: 0
Epoch: 780 / 3000, Score: -1300,  block: 30,  Reward: -12.4 Cleared lines: 0
Epoch: 781 / 3000, Score: -1300,  block: 21,  Reward: -7.9 Cleared lines: 0
Epoch: 782 / 3000, Score: -1300,  block: 28,  Reward: -13.7 Cleared lines: 0
Epoch: 783 / 3000, Score: -1300,  block: 21,  Reward: -8.4 Cleared lines: 0
Epoch: 784 / 3000, Score: -1300,  block: 18,  Reward: -7.2 Cleared lines: 0
Epoch: 785 / 3000, Score: -1300,  block: 30,  Reward: -12.3 Cleared lines: 0
Epoch: 786 / 3000, Score: -1300,  block: 19,  Reward: -6.3 Cleared lines: 0
Epoch: 787 / 3000, Score: -1300,  block: 33,  Reward: -12.3 Cleared lines: 0
Epoch: 788 / 3000, Score: -1300,  block: 33,  Reward: -13.2 Cleared lines: 0
Epoch: 789 / 3000, Score: -1300,  block: 25,  Reward: -12.2 Cleared lines: 0
Epoch: 790 / 3000, Score: -1300,  block: 28,  Reward: -12.8 Cleared lines: 0
Epoch: 791 / 3000, Score: -1300,  block: 28,  Reward: -9.6 Cleared lines: 0
Epoch: 792 / 3000, Score: -1300,  block: 27,  Reward: -14.0 Cleared lines: 0
Epoch: 793 / 3000, Score: -1300,  block: 20,  Reward: -9.7 Cleared lines: 0
Epoch: 794 / 3000, Score: -1200,  block: 24,  Reward: -9.6 Cleared lines: 1
Epoch: 795 / 3000, Score: -1300,  block: 23,  Reward: -8.8 Cleared lines: 0
Epoch: 796 / 3000, Score: -1300,  block: 24,  Reward: -10.2 Cleared lines: 0
Epoch: 797 / 3000, Score: -1300,  block: 29,  Reward: -15.6 Cleared lines: 0
Epoch: 798 / 3000, Score: -1300,  block: 23,  Reward: -11.5 Cleared lines: 0
Epoch: 799 / 3000, Score: -1300,  block: 27,  Reward: -10.3 Cleared lines: 0
Epoch: 800 / 3000, Score: -1300,  block: 24,  Reward: -13.6 Cleared lines: 0
Epoch: 801 / 3000, Score: -1300,  block: 28,  Reward: -14.2 Cleared lines: 0
Epoch: 802 / 3000, Score: -1300,  block: 17,  Reward: -9.5 Cleared lines: 0
Epoch: 803 / 3000, Score: -1300,  block: 19,  Reward: -8.7 Cleared lines: 0
Epoch: 804 / 3000, Score: -1300,  block: 21,  Reward: -10.5 Cleared lines: 0
Epoch: 805 / 3000, Score: -1300,  block: 23,  Reward: -7.1 Cleared lines: 0
Epoch: 806 / 3000, Score: -1300,  block: 27,  Reward: -14.7 Cleared lines: 0
Epoch: 807 / 3000, Score: -1300,  block: 28,  Reward: -11.8 Cleared lines: 0
Epoch: 808 / 3000, Score: -1300,  block: 24,  Reward: -9.3 Cleared lines: 0
Epoch: 809 / 3000, Score: -1300,  block: 26,  Reward: -10.6 Cleared lines: 0
Epoch: 810 / 3000, Score: -1200,  block: 22,  Reward: -6.5 Cleared lines: 1
Epoch: 811 / 3000, Score: -1300,  block: 25,  Reward: -9.6 Cleared lines: 0
Epoch: 812 / 3000, Score: -1300,  block: 27,  Reward: -10.7 Cleared lines: 0
Epoch: 813 / 3000, Score: -1300,  block: 32,  Reward: -13.4 Cleared lines: 0
Epoch: 814 / 3000, Score: -1300,  block: 30,  Reward: -15.1 Cleared lines: 0
Epoch: 815 / 3000, Score: -1300,  block: 27,  Reward: -11.5 Cleared lines: 0
Epoch: 816 / 3000, Score: -1300,  block: 26,  Reward: -9.2 Cleared lines: 0
Epoch: 817 / 3000, Score: -1300,  block: 28,  Reward: -13.4 Cleared lines: 0
Epoch: 818 / 3000, Score: -1300,  block: 23,  Reward: -11.9 Cleared lines: 0
Epoch: 819 / 3000, Score: -1200,  block: 32,  Reward: -11.1 Cleared lines: 1
Epoch: 820 / 3000, Score: -1300,  block: 13,  Reward: -5.9 Cleared lines: 0
Epoch: 821 / 3000, Score: -1300,  block: 19,  Reward: -9.7 Cleared lines: 0
Epoch: 822 / 3000, Score: -1300,  block: 22,  Reward: -10.1 Cleared lines: 0
Epoch: 823 / 3000, Score: -1300,  block: 29,  Reward: -11.5 Cleared lines: 0
Epoch: 824 / 3000, Score: -1300,  block: 23,  Reward: -13.7 Cleared lines: 0
Epoch: 825 / 3000, Score: -1300,  block: 24,  Reward: -9.9 Cleared lines: 0
Epoch: 826 / 3000, Score: -1300,  block: 32,  Reward: -9.8 Cleared lines: 0
Epoch: 827 / 3000, Score: -1300,  block: 23,  Reward: -6.8 Cleared lines: 0
Epoch: 828 / 3000, Score: -1300,  block: 29,  Reward: -16.1 Cleared lines: 0
Epoch: 829 / 3000, Score: -1200,  block: 36,  Reward: -12.8 Cleared lines: 1
Epoch: 830 / 3000, Score: -1200,  block: 27,  Reward: -13.3 Cleared lines: 1
Epoch: 831 / 3000, Score: -1300,  block: 28,  Reward: -13.6 Cleared lines: 0
Epoch: 832 / 3000, Score: -1300,  block: 26,  Reward: -9.4 Cleared lines: 0
Epoch: 833 / 3000, Score: -1300,  block: 25,  Reward: -11.5 Cleared lines: 0
Epoch: 834 / 3000, Score: -1300,  block: 20,  Reward: -6.4 Cleared lines: 0
Epoch: 835 / 3000, Score: -1200,  block: 32,  Reward: -8.5 Cleared lines: 1
Epoch: 836 / 3000, Score: -1300,  block: 22,  Reward: -8.2 Cleared lines: 0
Epoch: 837 / 3000, Score: -1300,  block: 27,  Reward: -13.1 Cleared lines: 0
Epoch: 838 / 3000, Score: -1300,  block: 26,  Reward: -15.0 Cleared lines: 0
Epoch: 839 / 3000, Score: -1300,  block: 23,  Reward: -9.4 Cleared lines: 0
Epoch: 840 / 3000, Score: -1300,  block: 26,  Reward: -7.8 Cleared lines: 0
Epoch: 841 / 3000, Score: -1300,  block: 24,  Reward: -9.2 Cleared lines: 0
Epoch: 842 / 3000, Score: -1300,  block: 28,  Reward: -9.9 Cleared lines: 0
Epoch: 843 / 3000, Score: -1300,  block: 24,  Reward: -13.2 Cleared lines: 0
Epoch: 844 / 3000, Score: -1300,  block: 19,  Reward: -6.2 Cleared lines: 0
Epoch: 845 / 3000, Score: -1300,  block: 26,  Reward: -11.0 Cleared lines: 0
Epoch: 846 / 3000, Score: -1300,  block: 32,  Reward: -10.7 Cleared lines: 0
Epoch: 847 / 3000, Score: -1300,  block: 27,  Reward: -11.8 Cleared lines: 0
Epoch: 848 / 3000, Score: -1300,  block: 28,  Reward: -11.0 Cleared lines: 0
Epoch: 849 / 3000, Score: -1300,  block: 26,  Reward: -7.8 Cleared lines: 0
Epoch: 850 / 3000, Score: -1300,  block: 16,  Reward: -4.6 Cleared lines: 0
Epoch: 851 / 3000, Score: -1300,  block: 24,  Reward: -8.2 Cleared lines: 0
Epoch: 852 / 3000, Score: -1300,  block: 25,  Reward: -11.9 Cleared lines: 0
Epoch: 853 / 3000, Score: -1300,  block: 21,  Reward: -8.8 Cleared lines: 0
Epoch: 854 / 3000, Score: -1300,  block: 20,  Reward: -9.4 Cleared lines: 0
Epoch: 855 / 3000, Score: -1300,  block: 28,  Reward: -10.3 Cleared lines: 0
Epoch: 856 / 3000, Score: -1300,  block: 27,  Reward: -10.4 Cleared lines: 0
Epoch: 857 / 3000, Score: -1200,  block: 28,  Reward: -11.8 Cleared lines: 1
Epoch: 858 / 3000, Score: -1300,  block: 31,  Reward: -12.6 Cleared lines: 0
Epoch: 859 / 3000, Score: -1200,  block: 33,  Reward: -13.8 Cleared lines: 1
Epoch: 860 / 3000, Score: -1300,  block: 21,  Reward: -7.3 Cleared lines: 0
Epoch: 861 / 3000, Score: -1300,  block: 24,  Reward: -5.9 Cleared lines: 0
Epoch: 862 / 3000, Score: -1300,  block: 28,  Reward: -10.8 Cleared lines: 0
Epoch: 863 / 3000, Score: -1300,  block: 18,  Reward: -4.9 Cleared lines: 0
Epoch: 864 / 3000, Score: -1300,  block: 20,  Reward: -10.0 Cleared lines: 0
Epoch: 865 / 3000, Score: -1300,  block: 30,  Reward: -14.0 Cleared lines: 0
Epoch: 866 / 3000, Score: -1300,  block: 31,  Reward: -14.6 Cleared lines: 0
Epoch: 867 / 3000, Score: -1300,  block: 22,  Reward: -9.9 Cleared lines: 0
Epoch: 868 / 3000, Score: -1300,  block: 15,  Reward: -5.6 Cleared lines: 0
Epoch: 869 / 3000, Score: -1300,  block: 20,  Reward: -6.7 Cleared lines: 0
Epoch: 870 / 3000, Score: -1300,  block: 25,  Reward: -11.2 Cleared lines: 0
Epoch: 871 / 3000, Score: -1300,  block: 24,  Reward: -11.8 Cleared lines: 0
Epoch: 872 / 3000, Score: -1300,  block: 18,  Reward: -10.3 Cleared lines: 0
Epoch: 873 / 3000, Score: -1300,  block: 23,  Reward: -11.5 Cleared lines: 0
Epoch: 874 / 3000, Score: -1300,  block: 30,  Reward: -12.3 Cleared lines: 0
Epoch: 875 / 3000, Score: -1200,  block: 34,  Reward: -10.4 Cleared lines: 1
Epoch: 876 / 3000, Score: -1300,  block: 23,  Reward: -9.3 Cleared lines: 0
Epoch: 877 / 3000, Score: -1300,  block: 23,  Reward: -8.9 Cleared lines: 0
Epoch: 878 / 3000, Score: -1300,  block: 21,  Reward: -8.9 Cleared lines: 0
Epoch: 879 / 3000, Score: -1300,  block: 22,  Reward: -10.5 Cleared lines: 0
Epoch: 880 / 3000, Score: -1300,  block: 21,  Reward: -8.5 Cleared lines: 0
Epoch: 881 / 3000, Score: -1300,  block: 28,  Reward: -14.3 Cleared lines: 0
Epoch: 882 / 3000, Score: -1300,  block: 30,  Reward: -14.8 Cleared lines: 0
Epoch: 883 / 3000, Score: -1300,  block: 21,  Reward: -8.0 Cleared lines: 0
Epoch: 884 / 3000, Score: -1300,  block: 30,  Reward: -15.1 Cleared lines: 0
Epoch: 885 / 3000, Score: -1300,  block: 29,  Reward: -14.3 Cleared lines: 0
Epoch: 886 / 3000, Score: -1300,  block: 20,  Reward: -7.7 Cleared lines: 0
Epoch: 887 / 3000, Score: -1300,  block: 30,  Reward: -13.5 Cleared lines: 0
Epoch: 888 / 3000, Score: -1200,  block: 32,  Reward: -10.9 Cleared lines: 1
Epoch: 889 / 3000, Score: -1300,  block: 27,  Reward: -12.2 Cleared lines: 0
Epoch: 890 / 3000, Score: -1300,  block: 22,  Reward: -9.2 Cleared lines: 0
Epoch: 891 / 3000, Score: -1300,  block: 31,  Reward: -9.8 Cleared lines: 0
Epoch: 892 / 3000, Score: -1300,  block: 32,  Reward: -12.9 Cleared lines: 0
Epoch: 893 / 3000, Score: -1300,  block: 22,  Reward: -10.5 Cleared lines: 0
Epoch: 894 / 3000, Score: -1300,  block: 29,  Reward: -13.9 Cleared lines: 0
Epoch: 895 / 3000, Score: -1300,  block: 24,  Reward: -8.9 Cleared lines: 0
Epoch: 896 / 3000, Score: -1300,  block: 31,  Reward: -13.3 Cleared lines: 0
Epoch: 897 / 3000, Score: -1300,  block: 30,  Reward: -13.8 Cleared lines: 0
Epoch: 898 / 3000, Score: -1300,  block: 26,  Reward: -6.9 Cleared lines: 0
Epoch: 899 / 3000, Score: -1300,  block: 23,  Reward: -11.6 Cleared lines: 0
Epoch: 900 / 3000, Score: -1300,  block: 16,  Reward: -6.2 Cleared lines: 0
Epoch: 901 / 3000, Score: -1300,  block: 28,  Reward: -10.1 Cleared lines: 0
Epoch: 902 / 3000, Score: -1300,  block: 26,  Reward: -11.7 Cleared lines: 0
Epoch: 903 / 3000, Score: -1300,  block: 29,  Reward: -13.3 Cleared lines: 0
Epoch: 904 / 3000, Score: -1300,  block: 20,  Reward: -8.1 Cleared lines: 0
Epoch: 905 / 3000, Score: -1300,  block: 16,  Reward: -5.8 Cleared lines: 0
Epoch: 906 / 3000, Score: -1200,  block: 33,  Reward: -15.4 Cleared lines: 1
Epoch: 907 / 3000, Score: -1300,  block: 28,  Reward: -13.4 Cleared lines: 0
Epoch: 908 / 3000, Score: -1300,  block: 22,  Reward: -6.8 Cleared lines: 0
Epoch: 909 / 3000, Score: -1300,  block: 19,  Reward: -11.9 Cleared lines: 0
Epoch: 910 / 3000, Score: -1300,  block: 18,  Reward: -6.8 Cleared lines: 0
Epoch: 911 / 3000, Score: -1300,  block: 24,  Reward: -8.0 Cleared lines: 0
Epoch: 912 / 3000, Score: -1300,  block: 18,  Reward: -7.1 Cleared lines: 0
Epoch: 913 / 3000, Score: -1300,  block: 32,  Reward: -11.4 Cleared lines: 0
Epoch: 914 / 3000, Score: -1300,  block: 26,  Reward: -6.4 Cleared lines: 0
Epoch: 915 / 3000, Score: -1300,  block: 21,  Reward: -9.5 Cleared lines: 0
Epoch: 916 / 3000, Score: -1300,  block: 23,  Reward: -5.4 Cleared lines: 0
Epoch: 917 / 3000, Score: -1300,  block: 23,  Reward: -12.8 Cleared lines: 0
Epoch: 918 / 3000, Score: -1300,  block: 26,  Reward: -10.0 Cleared lines: 0
Epoch: 919 / 3000, Score: -1300,  block: 29,  Reward: -11.9 Cleared lines: 0
Epoch: 920 / 3000, Score: -1300,  block: 26,  Reward: -8.8 Cleared lines: 0
Epoch: 921 / 3000, Score: -1300,  block: 15,  Reward: -5.5 Cleared lines: 0
Epoch: 922 / 3000, Score: -1300,  block: 31,  Reward: -13.0 Cleared lines: 0
Epoch: 923 / 3000, Score: -1300,  block: 22,  Reward: -9.6 Cleared lines: 0
Epoch: 924 / 3000, Score: -1300,  block: 26,  Reward: -10.5 Cleared lines: 0
Epoch: 925 / 3000, Score: -1300,  block: 27,  Reward: -9.3 Cleared lines: 0
Epoch: 926 / 3000, Score: -1200,  block: 27,  Reward: -13.9 Cleared lines: 1
Epoch: 927 / 3000, Score: -1300,  block: 20,  Reward: -9.1 Cleared lines: 0
Epoch: 928 / 3000, Score: -1300,  block: 25,  Reward: -9.9 Cleared lines: 0
Epoch: 929 / 3000, Score: -1300,  block: 23,  Reward: -12.4 Cleared lines: 0
Epoch: 930 / 3000, Score: -1300,  block: 23,  Reward: -12.5 Cleared lines: 0
Epoch: 931 / 3000, Score: -1300,  block: 19,  Reward: -12.0 Cleared lines: 0
Epoch: 932 / 3000, Score: -1300,  block: 32,  Reward: -11.1 Cleared lines: 0
Epoch: 933 / 3000, Score: -1300,  block: 30,  Reward: -8.0 Cleared lines: 0
Epoch: 934 / 3000, Score: -1300,  block: 24,  Reward: -9.1 Cleared lines: 0
Epoch: 935 / 3000, Score: -1300,  block: 29,  Reward: -12.6 Cleared lines: 0
Epoch: 936 / 3000, Score: -1300,  block: 29,  Reward: -10.9 Cleared lines: 0
Epoch: 937 / 3000, Score: -1300,  block: 25,  Reward: -9.4 Cleared lines: 0
Epoch: 938 / 3000, Score: -1300,  block: 22,  Reward: -11.8 Cleared lines: 0
Epoch: 939 / 3000, Score: -1300,  block: 19,  Reward: -8.7 Cleared lines: 0
Epoch: 940 / 3000, Score: -1300,  block: 26,  Reward: -12.1 Cleared lines: 0
Epoch: 941 / 3000, Score: -1300,  block: 24,  Reward: -10.2 Cleared lines: 0
Epoch: 942 / 3000, Score: -1200,  block: 30,  Reward: -13.3 Cleared lines: 1
Epoch: 943 / 3000, Score: -1300,  block: 28,  Reward: -14.0 Cleared lines: 0
Epoch: 944 / 3000, Score: -1300,  block: 26,  Reward: -12.2 Cleared lines: 0
Epoch: 945 / 3000, Score: -1300,  block: 33,  Reward: -14.0 Cleared lines: 0
Epoch: 946 / 3000, Score: -1200,  block: 27,  Reward: -9.1 Cleared lines: 1
Epoch: 947 / 3000, Score: -1300,  block: 28,  Reward: -9.5 Cleared lines: 0
Epoch: 948 / 3000, Score: -1100,  block: 35,  Reward: -10.3 Cleared lines: 2
Epoch: 949 / 3000, Score: -1300,  block: 29,  Reward: -14.5 Cleared lines: 0
Epoch: 950 / 3000, Score: -1300,  block: 24,  Reward: -11.2 Cleared lines: 0
Epoch: 951 / 3000, Score: -1300,  block: 28,  Reward: -9.4 Cleared lines: 0
Epoch: 952 / 3000, Score: -1300,  block: 31,  Reward: -14.0 Cleared lines: 0
Epoch: 953 / 3000, Score: -1200,  block: 34,  Reward: -16.1 Cleared lines: 1
Epoch: 954 / 3000, Score: -1300,  block: 27,  Reward: -10.1 Cleared lines: 0
Epoch: 955 / 3000, Score: -1300,  block: 31,  Reward: -12.8 Cleared lines: 0
Epoch: 956 / 3000, Score: -1300,  block: 21,  Reward: -10.3 Cleared lines: 0
Epoch: 957 / 3000, Score: -1300,  block: 17,  Reward: -8.9 Cleared lines: 0
Epoch: 958 / 3000, Score: -1300,  block: 28,  Reward: -13.0 Cleared lines: 0
Epoch: 959 / 3000, Score: -1300,  block: 23,  Reward: -10.9 Cleared lines: 0
Epoch: 960 / 3000, Score: -1300,  block: 27,  Reward: -7.7 Cleared lines: 0
Epoch: 961 / 3000, Score: -1300,  block: 27,  Reward: -10.2 Cleared lines: 0
Epoch: 962 / 3000, Score: -1300,  block: 28,  Reward: -12.8 Cleared lines: 0
Epoch: 963 / 3000, Score: -1300,  block: 29,  Reward: -12.2 Cleared lines: 0
Epoch: 964 / 3000, Score: -1300,  block: 24,  Reward: -13.9 Cleared lines: 0
Epoch: 965 / 3000, Score: -1300,  block: 25,  Reward: -12.6 Cleared lines: 0
Epoch: 966 / 3000, Score: -1300,  block: 25,  Reward: -12.5 Cleared lines: 0
Epoch: 967 / 3000, Score: -1200,  block: 33,  Reward: -11.0 Cleared lines: 1
Epoch: 968 / 3000, Score: -1300,  block: 23,  Reward: -10.1 Cleared lines: 0
Epoch: 969 / 3000, Score: -1300,  block: 32,  Reward: -11.5 Cleared lines: 0
Epoch: 970 / 3000, Score: -1300,  block: 31,  Reward: -16.6 Cleared lines: 0
Epoch: 971 / 3000, Score: -1300,  block: 21,  Reward: -7.5 Cleared lines: 0
Epoch: 972 / 3000, Score: -1300,  block: 24,  Reward: -8.2 Cleared lines: 0
Epoch: 973 / 3000, Score: -1300,  block: 29,  Reward: -11.3 Cleared lines: 0
Epoch: 974 / 3000, Score: -1200,  block: 30,  Reward: -14.3 Cleared lines: 1
Epoch: 975 / 3000, Score: -1300,  block: 28,  Reward: -14.6 Cleared lines: 0
Epoch: 976 / 3000, Score: -1200,  block: 32,  Reward: -10.3 Cleared lines: 1
Epoch: 977 / 3000, Score: -1300,  block: 23,  Reward: -10.5 Cleared lines: 0
Epoch: 978 / 3000, Score: -1300,  block: 22,  Reward: -9.8 Cleared lines: 0
Epoch: 979 / 3000, Score: -1300,  block: 32,  Reward: -14.3 Cleared lines: 0
Epoch: 980 / 3000, Score: -1300,  block: 28,  Reward: -13.5 Cleared lines: 0
Epoch: 981 / 3000, Score: -1300,  block: 32,  Reward: -13.2 Cleared lines: 0
Epoch: 982 / 3000, Score: -1300,  block: 24,  Reward: -8.5 Cleared lines: 0
Epoch: 983 / 3000, Score: -1200,  block: 32,  Reward: -14.2 Cleared lines: 1
Epoch: 984 / 3000, Score: -1300,  block: 31,  Reward: -10.0 Cleared lines: 0
Epoch: 985 / 3000, Score: -1300,  block: 20,  Reward: -6.3 Cleared lines: 0
Epoch: 986 / 3000, Score: -1300,  block: 24,  Reward: -11.9 Cleared lines: 0
Epoch: 987 / 3000, Score: -1300,  block: 33,  Reward: -15.4 Cleared lines: 0
Epoch: 988 / 3000, Score: -1300,  block: 24,  Reward: -6.4 Cleared lines: 0
Epoch: 989 / 3000, Score: -1200,  block: 38,  Reward: -13.7 Cleared lines: 1
Epoch: 990 / 3000, Score: -1300,  block: 28,  Reward: -14.1 Cleared lines: 0
Epoch: 991 / 3000, Score: -1300,  block: 28,  Reward: -12.4 Cleared lines: 0
Epoch: 992 / 3000, Score: -1300,  block: 23,  Reward: -11.4 Cleared lines: 0
Epoch: 993 / 3000, Score: -1300,  block: 31,  Reward: -11.1 Cleared lines: 0
Epoch: 994 / 3000, Score: -1300,  block: 24,  Reward: -11.1 Cleared lines: 0
Epoch: 995 / 3000, Score: -1300,  block: 27,  Reward: -11.0 Cleared lines: 0
Epoch: 996 / 3000, Score: -1300,  block: 31,  Reward: -12.5 Cleared lines: 0
Epoch: 997 / 3000, Score: -1300,  block: 25,  Reward: -9.3 Cleared lines: 0
Epoch: 998 / 3000, Score: -1300,  block: 27,  Reward: -17.0 Cleared lines: 0
Epoch: 999 / 3000, Score: -1300,  block: 27,  Reward: -8.9 Cleared lines: 0
Epoch: 1000 / 3000, Score: -1300,  block: 28,  Reward: -12.7 Cleared lines: 0
Epoch: 1001 / 3000, Score: -1300,  block: 23,  Reward: -10.1 Cleared lines: 0
Epoch: 1002 / 3000, Score: -1300,  block: 22,  Reward: -10.3 Cleared lines: 0
Epoch: 1003 / 3000, Score: -1300,  block: 31,  Reward: -11.0 Cleared lines: 0
Epoch: 1004 / 3000, Score: -1300,  block: 31,  Reward: -11.9 Cleared lines: 0
Epoch: 1005 / 3000, Score: -1300,  block: 20,  Reward: -6.9 Cleared lines: 0
Epoch: 1006 / 3000, Score: -1300,  block: 27,  Reward: -13.1 Cleared lines: 0
Epoch: 1007 / 3000, Score: -1300,  block: 31,  Reward: -10.4 Cleared lines: 0
Epoch: 1008 / 3000, Score: -1200,  block: 32,  Reward: -11.1 Cleared lines: 1
Epoch: 1009 / 3000, Score: -1300,  block: 27,  Reward: -13.7 Cleared lines: 0
Epoch: 1010 / 3000, Score: -1300,  block: 32,  Reward: -13.4 Cleared lines: 0
Epoch: 1011 / 3000, Score: -1300,  block: 34,  Reward: -16.1 Cleared lines: 0
Epoch: 1012 / 3000, Score: -1300,  block: 36,  Reward: -14.3 Cleared lines: 0
Epoch: 1013 / 3000, Score: -1300,  block: 25,  Reward: -10.1 Cleared lines: 0
Epoch: 1014 / 3000, Score: -1300,  block: 25,  Reward: -10.0 Cleared lines: 0
Epoch: 1015 / 3000, Score: -1300,  block: 29,  Reward: -13.4 Cleared lines: 0
Epoch: 1016 / 3000, Score: -1300,  block: 31,  Reward: -14.2 Cleared lines: 0
Epoch: 1017 / 3000, Score: -1300,  block: 33,  Reward: -11.0 Cleared lines: 0
Epoch: 1018 / 3000, Score: -1300,  block: 27,  Reward: -8.6 Cleared lines: 0
Epoch: 1019 / 3000, Score: -1300,  block: 31,  Reward: -10.1 Cleared lines: 0
Epoch: 1020 / 3000, Score: -1300,  block: 26,  Reward: -12.9 Cleared lines: 0
Epoch: 1021 / 3000, Score: -1300,  block: 30,  Reward: -15.0 Cleared lines: 0
Epoch: 1022 / 3000, Score: -1300,  block: 28,  Reward: -10.0 Cleared lines: 0
Epoch: 1023 / 3000, Score: -1300,  block: 33,  Reward: -13.4 Cleared lines: 0
Epoch: 1024 / 3000, Score: -1300,  block: 36,  Reward: -15.3 Cleared lines: 0
Epoch: 1025 / 3000, Score: -1300,  block: 31,  Reward: -11.9 Cleared lines: 0
Epoch: 1026 / 3000, Score: -1200,  block: 33,  Reward: -12.9 Cleared lines: 1
Epoch: 1027 / 3000, Score: -1200,  block: 29,  Reward: -8.5 Cleared lines: 1
Epoch: 1028 / 3000, Score: -1200,  block: 34,  Reward: -11.6 Cleared lines: 1
Epoch: 1029 / 3000, Score: -1200,  block: 26,  Reward: -9.1 Cleared lines: 1
Epoch: 1030 / 3000, Score: -1200,  block: 37,  Reward: -16.2 Cleared lines: 1
Epoch: 1031 / 3000, Score: -1300,  block: 31,  Reward: -11.3 Cleared lines: 0
Epoch: 1032 / 3000, Score: -1300,  block: 28,  Reward: -11.1 Cleared lines: 0
Epoch: 1033 / 3000, Score: -1200,  block: 27,  Reward: -12.2 Cleared lines: 1
Epoch: 1034 / 3000, Score: -1300,  block: 28,  Reward: -12.6 Cleared lines: 0
Epoch: 1035 / 3000, Score: -1300,  block: 26,  Reward: -8.1 Cleared lines: 0
Epoch: 1036 / 3000, Score: -1300,  block: 38,  Reward: -11.7 Cleared lines: 0
Epoch: 1037 / 3000, Score: -1200,  block: 33,  Reward: -13.9 Cleared lines: 1
Epoch: 1038 / 3000, Score: -1300,  block: 30,  Reward: -11.4 Cleared lines: 0
Epoch: 1039 / 3000, Score: -1300,  block: 29,  Reward: -13.3 Cleared lines: 0
Epoch: 1040 / 3000, Score: -1300,  block: 29,  Reward: -15.6 Cleared lines: 0
Epoch: 1041 / 3000, Score: -1300,  block: 29,  Reward: -10.6 Cleared lines: 0
Epoch: 1042 / 3000, Score: -1300,  block: 21,  Reward: -7.3 Cleared lines: 0
Epoch: 1043 / 3000, Score: -1300,  block: 27,  Reward: -10.5 Cleared lines: 0
Epoch: 1044 / 3000, Score: -1300,  block: 25,  Reward: -8.6 Cleared lines: 0
Epoch: 1045 / 3000, Score: -1300,  block: 27,  Reward: -9.2 Cleared lines: 0
Epoch: 1046 / 3000, Score: -1300,  block: 30,  Reward: -12.9 Cleared lines: 0
Epoch: 1047 / 3000, Score: -1300,  block: 32,  Reward: -12.1 Cleared lines: 0
